timestamp,equity
2025-02-28 00:00:00+00:00,1.0
2025-02-28 00:00:00+00:00,1.0
2025-02-28 00:00:00+00:00,1.0
2025-03-03 00:00:00+00:00,1.0
2025-03-03 00:00:00+00:00,1.0
2025-03-03 00:00:00+00:00,1.0
2025-03-04 00:00:00+00:00,1.0
2025-03-04 00:00:00+00:00,1.0
2025-03-04 00:00:00+00:00,1.0
2025-03-05 00:00:00+00:00,1.0
2025-03-05 00:00:00+00:00,1.0
2025-03-05 00:00:00+00:00,1.0
2025-03-06 00:00:00+00:00,1.0
2025-03-06 00:00:00+00:00,1.0
2025-03-06 00:00:00+00:00,1.0
2025-03-07 00:00:00+00:00,1.0
2025-03-07 00:00:00+00:00,1.0
2025-03-07 00:00:00+00:00,1.0
2025-03-10 00:00:00+00:00,1.0
2025-03-10 00:00:00+00:00,1.0
2025-03-10 00:00:00+00:00,1.0
2025-03-11 00:00:00+00:00,1.0
2025-03-11 00:00:00+00:00,1.0
2025-03-11 00:00:00+00:00,1.0
2025-03-12 00:00:00+00:00,1.0
2025-03-12 00:00:00+00:00,1.0
2025-03-12 00:00:00+00:00,1.0
2025-03-13 00:00:00+00:00,1.0
2025-03-13 00:00:00+00:00,1.0
2025-03-13 00:00:00+00:00,1.0
2025-03-14 00:00:00+00:00,1.0
2025-03-14 00:00:00+00:00,1.0
2025-03-14 00:00:00+00:00,1.0
2025-03-17 00:00:00+00:00,1.0
2025-03-17 00:00:00+00:00,1.0
2025-03-17 00:00:00+00:00,1.0
2025-03-18 00:00:00+00:00,1.0
2025-03-18 00:00:00+00:00,1.0
2025-03-18 00:00:00+00:00,1.0
2025-03-19 00:00:00+00:00,1.0
2025-03-19 00:00:00+00:00,1.0
2025-03-19 00:00:00+00:00,1.0
2025-03-20 00:00:00+00:00,1.0
2025-03-20 00:00:00+00:00,1.0
2025-03-20 00:00:00+00:00,1.0
2025-03-21 00:00:00+00:00,1.0
2025-03-21 00:00:00+00:00,1.0
2025-03-21 00:00:00+00:00,1.0
2025-03-24 00:00:00+00:00,1.0
2025-03-24 00:00:00+00:00,1.0
2025-03-24 00:00:00+00:00,0.9996
2025-03-25 00:00:00+00:00,1.0023396481147488
2025-03-25 00:00:00+00:00,1.0023396481147488
2025-03-25 00:00:00+00:00,1.0023396481147488
2025-03-26 00:00:00+00:00,1.0095286707745277
2025-03-26 00:00:00+00:00,1.0095286707745277
2025-03-26 00:00:00+00:00,1.0095286707745277
2025-03-27 00:00:00+00:00,1.0251569563679317
2025-03-27 00:00:00+00:00,1.0251569563679317
2025-03-27 00:00:00+00:00,1.0251569563679317
2025-03-28 00:00:00+00:00,0.9939739752017563
2025-03-28 00:00:00+00:00,0.9939739752017563
2025-03-28 00:00:00+00:00,0.9939739752017563
2025-03-31 00:00:00+00:00,1.0077819235976706
2025-03-31 00:00:00+00:00,1.0077819235976706
2025-03-31 00:00:00+00:00,1.0077819235976706
2025-04-01 00:00:00+00:00,1.0084990876944495
2025-04-01 00:00:00+00:00,1.0084990876944495
2025-04-01 00:00:00+00:00,1.0084990876944495
2025-04-02 00:00:00+00:00,1.0064212982928753
2025-04-02 00:00:00+00:00,1.0064212982928753
2025-04-02 00:00:00+00:00,1.0064212982928753
2025-04-03 00:00:00+00:00,0.9754774846937562
2025-04-03 00:00:00+00:00,0.9754774846937562
2025-04-03 00:00:00+00:00,0.9754774846937562
2025-04-04 00:00:00+00:00,0.900498734591993
2025-04-04 00:00:00+00:00,0.900498734591993
2025-04-04 00:00:00+00:00,0.900498734591993
2025-04-07 00:00:00+00:00,0.892684648229356
2025-04-07 00:00:00+00:00,0.892684648229356
2025-04-07 00:00:00+00:00,0.892684648229356
2025-04-08 00:00:00+00:00,0.8823884223901195
2025-04-08 00:00:00+00:00,0.8823884223901195
2025-04-08 00:00:00+00:00,0.8820354670211635
2025-04-09 00:00:00+00:00,0.815269928578466
2025-04-09 00:00:00+00:00,0.815269928578466
2025-04-09 00:00:00+00:00,0.8149438206070346
2025-04-10 00:00:00+00:00,0.7895040416226391
2025-04-10 00:00:00+00:00,0.7895040416226391
2025-04-10 00:00:00+00:00,0.7895040416226391
2025-04-11 00:00:00+00:00,0.8059632139202791
2025-04-11 00:00:00+00:00,0.8059632139202791
2025-04-11 00:00:00+00:00,0.8059632139202791
2025-04-14 00:00:00+00:00,0.8013559899746311
2025-04-14 00:00:00+00:00,0.8013559899746311
2025-04-14 00:00:00+00:00,0.8013559899746311
2025-04-15 00:00:00+00:00,0.7936624343734001
2025-04-15 00:00:00+00:00,0.7936624343734001
2025-04-15 00:00:00+00:00,0.7936624343734001
2025-04-16 00:00:00+00:00,0.7997218083004071
2025-04-16 00:00:00+00:00,0.7997218083004071
2025-04-16 00:00:00+00:00,0.7997218083004071
2025-04-17 00:00:00+00:00,0.7936471000177306
2025-04-17 00:00:00+00:00,0.7933296411777235
2025-04-17 00:00:00+00:00,0.7933296411777235
2025-04-21 00:00:00+00:00,0.7810462810740115
2025-04-21 00:00:00+00:00,0.7810462810740115
2025-04-21 00:00:00+00:00,0.7810462810740115
2025-04-22 00:00:00+00:00,0.8086647379938399
2025-04-22 00:00:00+00:00,0.8086647379938399
2025-04-22 00:00:00+00:00,0.8086647379938399
2025-04-23 00:00:00+00:00,0.8127745116082598
2025-04-23 00:00:00+00:00,0.8127745116082598
2025-04-23 00:00:00+00:00,0.8127745116082598
